"Name","Tags","Approved"
"A_full-body_anime-style_illustration_of_an_adult_g_I4QQDK12.txt","1girl, skirt, solo, short over long sleeves, heterochromia, layered sleeves, black vest, thighhighs, vest, v, brown hair, long sleeves, shirt, green eyes, blue eyes, pleated skirt, green skirt, long hair, double v, two side up, smile, open mouth, looking at viewer, virtual youtuber, short sleeves, collared shirt, black thighhighs, blush, multicolored hair, red ribbon, blue hair, neck ribbon, simple background, transparent background, breasts, red shirt, white shirt, ribbon, cowboy shot, miniskirt, hair ornament, white background, sidelocks, headphones, standing, medium breasts, wing collar, yellow eyes, two-tone hair, bow, zettai ryouiki, :d, colored inner hair, index fingers raised, red sleeves, index finger raised, twintails, very long hair, dress shirt, green vest, school uniform, pink nails, nail polish, buttons, contrapposto, outstretched arms, red nails, thighs, hair bow, brown vest, upper teeth only, teeth, hands up, gradient hair, white sleeves, hair bobbles, aqua eyes, multicolored eyes, headset, red bow, head tilt, layered clothes, pointing, large breasts, earphones, finger gun, fingernails, spread arms, undershirt, hair ribbon, black bow, waistcoat, legs apart, blunt bangs, small breasts, dot nose, bowtie, pocket, grey vest, tachi-e","1"
"A_full-body_anime-style_illustration_of_an_adult_g_I4QQDK13.txt","1girl, solo, skirt, thighhighs, long hair, black thighhighs, brown hair, zettai ryouiki, red neckerchief, ahoge, smile, looking at viewer, neckerchief, shirt, pleated skirt, long sleeves, white shirt, school uniform, orange eyes, transparent background, simple background, closed mouth, standing, collared shirt, blue skirt, brown eyes, white background, w, v, black skirt, miniskirt, blush, cowboy shot, belt, dress shirt, sidelocks, adjusting hair, hand up, shirt tucked in, breasts, very long hair, hands up, buttons, serafuku, cropped legs, necktie, wing collar, red necktie, grey shirt, straight hair, uniform, small breasts, hair tucking, hand in own hair, jewelry, blouse, kerchief, bag, buckle, medium breasts, light smile, borrowed character, collarbone, sailor collar, bright pupils, brown thighhighs, earrings, thighs, floating hair, ribbon, skindentation, yellow eyes, feet out of frame, hair flip, stud earrings, tachi-e, belt buckle, arms up, high-waist skirt, blunt bangs, light blush, white pupils, multicolored hair, green hair, red ribbon, pocket, red eyes, backpack, contrapposto, neck ribbon, legs apart, arm up, wristband, hand to head, black hair, swept bangs, black belt, gradient hair, fingernails, strap","1"
"A_full-body_anime-style_illustration_of_an_adult_g_I4QVCX00.txt","1girl, solo, shorts, belt, brown hair, midriff peek, looking at viewer, long hair, purple eyes, long sleeves, smile, v, sailor collar, blue shorts, white background, ribbon, two side up, simple background, hair ribbon, navel, closed mouth, shirt, black belt, red nails, blush, white sailor collar, multicolored hair, w, bow, blue ribbon, double v, nail polish, denim shorts, standing, raglan sleeves, thighs, short shorts, gradient hair, belt buckle, virtual youtuber, orange shirt, arm up, school uniform, denim, bowtie, +_+, blue hair, midriff, feet out of frame, buckle, hair ornament, yellow shirt, red bow, collarbone, yellow vest, hands up, very long hair, transparent background, breasts, symbol-shaped pupils, cowboy shot, serafuku, hair bow, brown shirt, colored inner hair, \m/, star (symbol), hair between eyes, fingernails, aqua hair, straight-on, arms up, pink eyes, small breasts, vest, brown belt, neck ribbon, fox shadow puppet, red bowtie, black ribbon, hand up, medium breasts, white shirt, two-tone hair, red ribbon, brown vest, bright pupils, bare legs, jacket, clothes writing, sailor shirt, sidelocks, twintails, split mouth, star-shaped pupils, letterman jacket, stomach, orange vest, uniform, white pupils","1"
"A_full-body_anime-style_illustration_of_an_adult_g_I4QVCX01.txt","1girl, solo, red skirt, skirt, thighhighs, bow, grey background, red bow, single leg pantyhose, pleated skirt, brown hair, asymmetrical legwear, school uniform, simple background, long sleeves, shirt, index finger raised, two side up, bowtie, closed mouth, green eyes, sidelocks, twintails, single thighhigh, black thighhighs, looking at viewer, white shirt, pantyhose, red bowtie, collared shirt, blush, uneven legwear, jacket, cowboy shot, multicolored eyes, pointing up, long hair, breasts, ribbon, hand up, mismatched legwear, standing, medium breasts, pointing, hair ribbon, hair bow, miniskirt, buttons, hair ornament, black pantyhose, dress shirt, pink scrunchie, short twintails, wing collar, white jacket, arm up, serafuku, gradient eyes, fingernails, black hair, aqua eyes, small breasts, scrunchie, short hair with long locks, arm behind back, nail polish, blazer, sailor collar, red ribbon, pink bow, medium hair, pink nails, blue eyes, arm at side, zettai ryouiki, yellow eyes, skindentation, expressionless, pink ribbon, hair between eyes, pocket, brown thighhighs, hair scrunchie, uniform, short hair, neck ribbon, brown pantyhose, thighs, contrapposto, sleeve cuffs, brown eyes, head tilt, middle finger, large breasts, mole, white sailor collar, alternate hairstyle, asymmetrical clothes, symbol-shaped pupils, ass visible through thighs","1"
"A_full-body_anime-style_illustration_of_an_adult_g_I4QVCX02.txt","1girl, skirt, solo, transparent background, brown hair, grey shirt, looking at viewer, shirt, pleated skirt, v, bow, school uniform, two side up, standing, antenna hair, blush, shirt tucked in, blue skirt, feet out of frame, blue bow, outstretched arm, red eyes, hair bow, short hair, bowtie, green bow, sleeves rolled up, brown eyes, closed mouth, high-waist skirt, simple background, white background, ribbon, arm up, short sleeves, cape, blue shirt, hair ornament, medium hair, orange eyes, hand up, black skirt, twintails, parted lips, short twintails, blue bowtie, unworn jacket, yellow cape, green ribbon, aqua bow, green cape, long sleeves, medium skirt, pout, cropped legs, light blush, blue ribbon, neck ribbon, tachi-e, virtual youtuber, smile, :t, collared shirt, cowboy shot, jacket, legs apart, sleeves pushed up, miniskirt, green capelet, ahoge, sleeves past elbows, long skirt, holding, knees, hair ribbon, long hair, grey skirt, green skirt, white shirt, arm at side, green bowtie, jacket on shoulders, hair bobbles, :o, breasts, arm behind back, official alternate costume, dress shirt, hair between eyes, serafuku, confetti, holding clothes, open mouth, bare legs, small breasts, aqua bowtie, diamond (shape), expressionless, eyelashes, sidelocks","1"
"A_full-body_anime-style_illustration_of_an_adult_g_I4QVCX03.txt","1girl, solo, bow, brown hair, skirt, long hair, shirt, short over long sleeves, long sleeves, layered sleeves, star (symbol), blue eyes, brown skirt, short sleeves, white shirt, closed mouth, pleated skirt, looking at viewer, ahoge, blush, white background, hair bun, simple background, outstretched arm, double bun, collared shirt, hair bow, index finger raised, yellow bow, green bow, transparent background, very long hair, hand up, school uniform, dress shirt, dutch angle, cowboy shot, plaid, breasts, two side up, bowtie, puffy sleeves, plaid bow, standing, red ribbon, ribbon, black skirt, sailor collar, orange bow, undershirt, small breasts, yellow neckerchief, blue shirt, puffy short sleeves, pointing, serafuku, red bow, brown bow, jewelry, medium breasts, buttons, miniskirt, yellow bowtie, hair ribbon, floating hair, neckerchief, striped bow, earrings, multicolored hair, finger to cheek, wing collar, plaid skirt, fingernails, starry background, thighs, gradient hair, virtual youtuber, neck ribbon, blue hair, black sailor collar, orange bowtie, shirt tucked in, aqua eyes, black shirt, yellow ribbon, sash, hair between eyes, orange ribbon, sidelocks, arm up, high-waist skirt, nail polish, stud earrings, smile, belt, hair ornament, puffy long sleeves, star earrings, green bowtie, single hair bun","1"
"A_full-body_anime-style_illustration_of_an_adult_g_I4R0BDS0.txt","1girl, skirt, solo, green eyes, long hair, shoes, brown vest, brown hair, sneakers, short sleeves, shirt, full body, neck ribbon, looking at viewer, pleated skirt, pointing, socks, vest, grey socks, standing, pointing at viewer, blue skirt, ribbon, white background, simple background, brown socks, collared shirt, smile, school uniform, two side up, shadow, cardigan vest, closed mouth, brown sweater vest, bow, two-tone footwear, blue shirt, outstretched arm, breasts, red ribbon, white footwear, dancing, badge, one side up, ankle socks, head tilt, miniskirt, hair ornament, leaning to the side, blush, sweater vest, legs apart, small breasts, tachi-e, buttons, :3, contrapposto, green shirt, hair bow, transparent background, finger gun, scrunchie, purple ribbon, virtual youtuber, ribbed socks, hair ribbon, button badge, dress shirt, summer uniform, bare legs, arm up, very long hair, bowtie, multicolored hair, black skirt, ahoge, clover, foreshortening, twintails, red footwear, multicolored footwear, grey shirt, wing collar, raglan sleeves, four-leaf clover, green socks, sidelocks, grey vest, blunt bangs, brown shirt, white vest, white shirt, green bow, leaning back, index finger raised, medium breasts, arms up, floating hair, stretching, blonde hair","1"
"A_full-body_anime-style_illustration_of_an_adult_g_I4R0BDS1.txt","1girl, transparent background, green eyes, double bun, solo, hair bun, socks, kneehighs, brown hair, ahoge, short sleeves, white socks, school uniform, short hair, bow, skirt, looking at viewer, shirt, feet out of frame, red bow, virtual youtuber, bowtie, standing, ribbon, dress, belt, tachi-e, blush, collared shirt, red ribbon, arm up, hair bow, white shirt, blue skirt, red bowtie, closed mouth, hand up, simple background, pleated skirt, blue dress, hair ribbon, grey dress, buttons, neck ribbon, collared dress, medium hair, serafuku, breasts, grey shirt, sailor collar, blue shirt, hair ornament, grey skirt, pleated dress, puffy sleeves, short dress, white background, puffy short sleeves, hand on own head, blue jacket, light brown hair, smile, frills, light blush, high-waist skirt, jacket, center frills, small breasts, expressionless, dress shirt, hand on own forehead, grey socks, miniskirt, uniform, double-breasted, arm at side, blonde hair, medium breasts, open hand, black belt, wing collar, knees, white sailor collar, grey sailor collar, blue belt, frilled shirt, shading eyes, hand to head, black skirt, blouse, hair between eyes, grey belt, sidelocks, standing on one leg, over-kneehighs, white collar, shirt tucked in, green belt, alternate costume, frown","1"
"A_full-body_anime-style_illustration_of_an_adult_g_I4R0BDS2.txt","1girl, transparent background, solo, brown hair, dress, long hair, tachi-e, brown shirt, looking at viewer, pink eyes, smile, red dress, ahoge, bow, hair bow, standing, virtual youtuber, long sleeves, shirt, white sailor collar, ribbon, sleeves past elbows, red nails, brown dress, closed mouth, feet out of frame, sailor collar, blush, arm up, nail polish, pointing, asymmetrical sleeves, red eyes, outstretched arm, blue bow, school uniform, simple background, bowtie, neck ribbon, pinafore dress, uneven sleeves, hair ribbon, hand up, single sleeve, sleeveless dress, single wrist cuff, sleeveless, brown sleeves, black shirt, pleated dress, finger to cheek, wrist scrunchie, red bow, pointing at self, mismatched sleeves, buttons, wrist cuffs, pink nails, breasts, skirt, white collar, purple eyes, red ribbon, short sleeves, scrunchie, sidelocks, sailor dress, bare legs, collared shirt, wrist ribbon, sleeves rolled up, multicolored hair, light smile, blue ribbon, short dress, index finger raised, serafuku, white background, sailor shirt, small breasts, v over eye, hair between eyes, blue hair, medium breasts, black bow, hair ornament, white wristband, collared dress, double-breasted, red shirt, collarbone, cropped legs, fingernails, v, sleeve cuffs, colored inner hair, red skirt, white bow, wrist bow, wristband","1"
"A_full-body_anime-style_illustration_of_an_adult_g_I4R0BDS3.txt","1girl, solo, bow, ahoge, long hair, brown hair, puffy long sleeves, white background, simple background, looking at viewer, long sleeves, blue eyes, blue bow, puffy sleeves, very long hair, blush, red bow, closed mouth, hair bow, skirt, pink skirt, shirt, white shirt, notice lines, no panties, pointing, frills, groin, arm behind head, collared shirt, one side up, pointing at viewer, bottomless, sleeves past wrists, collared dress, frilled shirt collar, arms up, dress shirt, dress, cowboy shot, index finger raised, arm up, cardigan, frilled sleeves, hair between eyes, transparent background, open clothes, virtual youtuber, bowtie, hand up, pink dress, standing, white jacket, jacket, center frills, blue bowtie, hands up, aqua eyes, two side up, sidelocks, white dress, multicolored hair, loli, green bow, ^^^, aqua bow, pleated skirt, frilled shirt, open dress, red ribbon, white skirt, dot mouth, two-tone hair, nail polish, side ponytail, green eyes, frilled dress, small breasts, buttons, aqua bowtie, blue hair, ribbon, long shirt, wing collar, convenient censoring, frilled collar, open skirt, frilled skirt, outstretched arm, breasts, navel, pink shirt, pinching sleeves, arms behind head, partially unbuttoned, head tilt, hair ribbon, red bowtie, thighs, brown skirt","1"
"A_full-body_anime-style_illustration_of_an_adult_g_I4R5A590.txt","1girl, skirt, red skirt, solo, blue eyes, school uniform, black hair, socks, shoes, sailor collar, white background, finger frame, white socks, pleated skirt, looking at viewer, neckerchief, full body, standing, simple background, long sleeves, character name, v over eye, shirt, yellow neckerchief, hair ornament, sneakers, white sailor collar, serafuku, high-waist skirt, side ponytail, one side up, brown cardigan, cardigan, miniskirt, yellow footwear, short hair, closed mouth, white shirt, loose socks, hands up, shirt tucked in, legs apart, \m/, hair bobbles, english text, v-shaped eyebrows, brown sweater, bare legs, v, short sidetail, parted lips, hair between eyes, brown footwear, bow, pointing at self, brown skirt, head tilt, ankle socks, copyright name, blush, sweater, :o, yellow cardigan, light blush, double v, virtual youtuber, character profile, index fingers raised, smile, medium hair, legs, white footwear, arms up, multicolored footwear, open cardigan, high tops, double \m/, tachi-e, brown shirt, pointing, bowtie, aqua eyes, akanbe, heart hair ornament, orange neckerchief, eyelid pull, sweater tucked in, food-themed hair ornament, w, open mouth, romaji text, ahoge, thighs, single stripe, yellow bow, straight-on, hair tie, contrapposto, puffy long sleeves, alternate costume","1"
"A_full-body_anime-style_illustration_of_an_adult_g_I4R5A591.txt","1girl, solo, smile, blue eyes, ahoge, twintails, pink dress, looking at viewer, blush, simple background, w, dress, long hair, virtual youtuber, ring, v, school uniform, double v, jewelry, jacket, cardigan, long sleeves, double w, brown hair, closed mouth, sailor collar, black jacket, white sailor collar, open clothes, cowboy shot, thighs, black hair, grey background, standing, low twintails, open jacket, short dress, sailor dress, hands up, bow, sidelocks, ribbon, serafuku, black cardigan, blue ribbon, neck ribbon, open cardigan, blue bow, aqua eyes, blue background, skirt, pleated dress, bowtie, buttons, fingernails, multiple rings, white background, mole, earrings, light blue background, blue bowtie, nail polish, shirt, multicolored hair, cowlick, red dress, head tilt, grey cardigan, light blush, collared dress, sweater, blue hair, collarbone, dot nose, logo, green background, pink skirt, piercing, wedding ring, bandaid on hand, hair between eyes, eyelashes, puffy sleeves, mole under mouth, stud earrings, smiley face, very long hair, hand gesture, mole under eye, colored inner hair, aqua background, black bow, puffy long sleeves, brown dress, breasts, brown cardigan, ear piercing, split mouth, small breasts, pink nails","1"
"A_full-body_anime-style_illustration_of_an_adult_g_I4R5A592.txt","1girl, solo, twintails, skirt, navel, belt, looking at viewer, shirt, smile, hair ribbon, brown hair, brown skirt, breasts, collarbone, yellow eyes, white shirt, ribbon, short sleeves, simple background, v, closed mouth, black ribbon, w, midriff, white background, sidelocks, short twintails, hand up, off-shoulder shirt, blush, crop top, shoulder cutout, medium breasts, black belt, transparent background, bare shoulders, off shoulder, buckle, short hair, clothing cutout, single bare shoulder, belt buckle, upper body, pink nails, crop top overhang, large breasts, pleated skirt, ahoge, virtual youtuber, hair bow, standing, medium hair, cowboy shot, brown eyes, bow, head tilt, black bow, orange eyes, long hair, midriff peek, arm at side, fingernails, bra strap, arm up, light brown hair, nail polish, grey shirt, stomach, cropped shirt, blonde hair, arm behind back, shirt tucked in, light smile, split mouth, straight-on, hair ornament, spaghetti strap, hair between eyes, yellow skirt, hair bun, miniskirt, double bun, brown belt, light blush, two side up, casual, shirt overhang, high-waist skirt, eyelashes, strap, multicolored eyes, dot nose, loose clothes, tented shirt, o-ring belt, brown pants, shorts, brown ribbon, red nails, multicolored hair","1"
"A_full-body_anime-style_illustration_of_an_adult_g_I4R5A593.txt","1girl, heterochromia, skirt, solo, transparent background, long hair, brown hair, blue eyes, thighhighs, neckerchief, long sleeves, single thighhigh, pleated skirt, shirt, smile, index finger raised, looking at viewer, grey skirt, two side up, sailor collar, pink eyes, white shirt, blush, virtual youtuber, pointing up, closed mouth, school uniform, red neckerchief, simple background, tachi-e, hair bow, bow, black thighhighs, standing, cowboy shot, red bow, very long hair, collared shirt, white background, pointing, black neckerchief, asymmetrical legwear, miniskirt, red nails, nail polish, hair ornament, white sailor collar, black bow, hand up, serafuku, red eyes, sidelocks, ribbon, collarbone, uneven legwear, breasts, brown thighhighs, small breasts, wristband, hair ribbon, asymmetrical sleeves, arm up, red ribbon, finger gun, puffy long sleeves, one side up, purple eyes, multicolored hair, pink shirt, cropped legs, head tilt, over-kneehighs, black ribbon, pink nails, uneven sleeves, hair between eyes, sailor shirt, grey sailor collar, split mouth, fingernails, light blush, puffy sleeves, sleeve cuffs, arm at side, hairclip, white skirt, sweater, twintails, blue hair, pocket, asymmetrical clothes, zettai ryouiki, mismatched sleeves, blunt bangs, pink sweater, bracelet, neck ribbon, grey hair, thighs, multicolored clothes","1"
